"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GeneID:97329958",25.6222721852064,7.05951417251946,1.90407510713795,3.70758177870974,0.00020924785430037,0.00952716476954347
"GeneID:97329978",33.9020114867934,6.48962247008979,1.75305916092057,3.70188446274794,0.000214004071130724,0.00952716476954347
"GeneID:97330050",27.1677108358464,7.66588163016673,2.06620231559769,3.7101311775218,0.000207151883648384,0.00952716476954347
"GeneID:97330519",27.0371603929321,7.54516582703504,2.0368153086753,3.70439371449062,0.00021189692959839,0.00952716476954347
"GeneID:97330523",24.7267230929269,7.66511835487224,2.0491329295919,3.74066428008592,0.000183534538126385,0.00952716476954347
"GeneID:97327897",42.4450054773675,7.34334872281245,1.95612228316033,3.75403357245563,0.000174011541863599,0.00952716476954347
"GeneID:82185726",11.0204907718179,8.24300757243817,2.21442199966375,3.72241947275173,0.000197322850401302,0.00952716476954347
"GeneID:82186151",53.6789120780018,5.72773366574818,1.55768068553018,3.67709102318276,0.000235908878288445,0.00952716476954347
"GeneID:82186665",8.58482973757426,7.3734292264085,2.00441892824535,3.67858690741019,0.000234529775884793,0.00952716476954347
"GeneID:82188405",6.09925348200194,8.73809226021583,2.36619220904932,3.69289199195131,0.000221718206552852,0.00952716476954347
"GeneID:97329578",27.8849231760414,7.72389186771819,2.1021679744519,3.67425056493501,0.000238548552838115,0.00952716476954347
"GeneID:97330214",27.5634878984177,7.13385394466601,1.92077398037817,3.71405174036221,0.000203967063444623,0.00952716476954347
"GeneID:82187192",15.2929006975118,6.37030666628521,1.73300305877451,3.67587733560608,0.000237033402522409,0.00952716476954347
"GeneID:82186857",9.87923678458682,8.53438700798986,2.2656676763298,3.76683089808426,0.000165332904674381,0.00952716476954347
"ybaL",6.62060816330159,7.77589593327602,2.10987703802739,3.6854735101274,0.000228277825979085,0.00952716476954347
"cckA",13.3779848903993,6.78740419358742,1.83813277517155,3.69255381617031,0.000222013340285874,0.00952716476954347
"GeneID:97329131",25.5068050537738,7.18475896944794,1.95195515680868,3.68080124401758,0.000232502191550209,0.00952716476954347
"GeneID:97330315",21.4975890361189,7.37780494911148,1.99584034351235,3.69659074840012,0.000218514171690994,0.00952716476954347
"GeneID:97327864",21.991596709842,7.71872100892282,2.08292572537592,3.70571111340505,0.000210798460562455,0.00952716476954347
"GeneID:97329377",46.0526851938728,6.43500724665504,1.75435616576011,3.66801643374789,0.000244439476306278,0.00967680137342308
"GeneID:97329638",61.4980744960866,6.27871051633058,1.71584102819165,3.65926120961672,0.000252943415233593,0.00992637941694962
"GeneID:82188121",11.9506853742992,8.20697851246903,2.24458408344776,3.65634710367491,0.000255834887322318,0.00995330040073813
"GeneID:97329332",71.4900165787411,6.15288167808036,1.6861472627508,3.64907728643017,0.0002631839227335,0.0100131818971154
"GeneID:97327917",87.0299094980078,7.04050590975831,1.9298297672546,3.64825231179548,0.00026403027825321,0.0100131818971154
"GeneID:97330156",86.5504693240783,7.1197144140104,1.94980971911468,3.65149190929418,0.000260721314098986,0.0100131818971154
"murG",7.24406819538829,6.92749540386017,1.90011695908319,3.64582578495731,0.000266534507457285,0.0100239186012894
"GeneID:97328333",62.2309460374654,6.84284230944852,1.87833947427546,3.64302747355509,0.000269450065880103,0.0100498193993132
"GeneID:97327893",50.6512782288774,7.13219625717627,1.95932507003081,3.64012912725306,0.0002725013492911,0.0100803163061535
"GeneID:97330445",59.8326897933175,5.75755620661905,1.58387430499958,3.63510929399197,0.00027786281144082,0.0101950802279058
"GeneID:82189224",168.561071996408,6.12276035155029,1.6866762868277,3.63007436540533,0.00028333957563125,0.0103121895550309
"GeneID:97327901",10.1350987408337,7.13673243087982,1.96731772233951,3.62764608372098,0.000286016952494338,0.0103263560528556
"GeneID:97330280",56.269526457695,6.94368590961742,1.91805935537525,3.62016216555455,0.000294418434855519,0.0105453206071663
"GeneID:97329148",49.2627998215182,6.72051867535589,1.85848986521201,3.61611801127,0.000299054081803327,0.0106270163084915
"GeneID:97327845",68.7832208449041,6.98417511534325,1.93445510441123,3.61040951501893,0.000305713941512856,0.0107788048284963
"GeneID:82187668",13.0539391898805,8.29851497336074,2.30313626644025,3.60313677235737,0.000314399985643489,0.01099912507914
"GeneID:97328746",33.6310923224244,5.72306093928498,1.59486443132424,3.58843098314824,0.000332674031818348,0.011132309527534
"GeneID:97328845",62.1515536865887,6.82525029071749,1.91939298539541,3.55594208307031,0.000376627048354657,0.011132309527534
"GeneID:97329043",13.9787137050095,6.53176564415909,1.82207790344127,3.58478944935497,0.000337350246829713,0.011132309527534
"GeneID:97329413",34.6719970885263,5.31780467741455,1.49051801064183,3.56775606832464,0.000360051452404626,0.011132309527534
"GeneID:82186902",126.375448956389,5.39138084264228,1.50226570272151,3.5888330758502,0.000332161426213153,0.011132309527534
